"ts","uid","id_orig_h","id_orig_p","id_resp_h","id_resp_p","trans_depth","method","host","uri","referrer","version","user_agent","request_body_len","response_body_len","status_code","status_msg","info_code","info_msg","tags","username","password","proxied","orig_fuids","orig_filenames","orig_mime_types","resp_fuids","resp_filenames","resp_mime_types"
"1590507207.173045","CeEoUz3DGQEUwolJbg","192.168.0.108","48320","157.140.2.32","80","1","GET","diptera.myspecies.info","/content/diptera-site-0","http://diptera.myspecies.info/","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","34547","200","OK","-","-","(empty)","-","-","-","-","-","-","FI0fJOZFYlhzCaZVi","-"
"1590507207.762557","CA4EnM2WtPBUzDld39","192.168.0.108","48322","157.140.2.32","80","1","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/advagg_css/css__OfD-m2_utv95N7LCk4eqHt8V5-7lxKl72qr00vntVUs__yySx9Fs5Wy65qckVVVdTTM01sYGGp6tCdnVAbze6Loc__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.css","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","71136","200","OK","-","-","(empty)","-","-","-","-","-","-","F1PKe8dn9R1It3EJj","-"
"1590507207.776103","CeEoUz3DGQEUwolJbg","192.168.0.108","48320","157.140.2.32","80","2","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/advagg_js/js__-E4ypr_wfIW0_WUz_9aokzAQkKniuIzE-k_rRtcWa8g__KJ6uoDKB2Cno4Pf2CMLA3CC3LTAYT8u_P6BqEFkoOcA__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.js","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","157189","200","OK","-","-","(empty)","-","-","-","-","-","-","FTSQDQ1J0zt4ruptvh","-"
"1590507208.072421","CA4EnM2WtPBUzDld39","192.168.0.108","48322","157.140.2.32","80","2","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/advagg_js/js__QERVh_Fzf6p9iHQYCmUr1O2jFHk11e-Q95akflX9HwI__JSeQmfvtfZjPwtnI4bIh5Z2ePRm2PQCEu653byvDXfU__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.js","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","221","200","OK","-","-","(empty)","-","-","-","-","-","-","FqNQEmsZoPK0bKzG3","-"
"1590507208.421085","CA4EnM2WtPBUzDld39","192.168.0.108","48322","157.140.2.32","80","3","GET","diptera.myspecies.info","/sites/all/themes/scratchpads/images/tabs-border.png","http://diptera.myspecies.info/sites/diptera.myspecies.info/files/advagg_css/css__f_xI6zWKMS8UX2XxmQiW1ybCmBh7oU3u7TjPBi5jgaY__wss7LBWENSXzoNTsg9iFHFzKv2dMAXoy_6KqFTNSNGw__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.css","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","83","200","OK","-","-","(empty)","-","-","-","-","-","-","FTZuJ73VF3SSr17b8d","-"
"1590507208.520886","C6meBX2KLkN6J7D2s1","192.168.0.108","48324","157.140.2.32","80","1","POST","diptera.myspecies.info","/modules/statistics/statistics.php","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","8","0","200","OK","-","-","(empty)","-","-","-","FUQNYZ2wdbk2z3tggg","-","-","-","-"
"1590507208.857128","CSB6J61T8WgRZ4UIUc","192.168.0.108","45838","161.156.66.178","80","1","GET","vg06.met.vgwort.de","/na/53bab3116c5a303fd773504aec179b","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","0","302","Moved Temporarily","-","-","(empty)","-","-","-","-","-","-","-","-"
"1590507209.106168","CSB6J61T8WgRZ4UIUc","192.168.0.108","45838","161.156.66.178","80","2","GET","vg06.met.vgwort.de","/blank.gif","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","43","200","OK","-","-","(empty)","-","-","-","-","-","-","FviURgCA2ypULFD17","-"
"1590507209.230446","CeEoUz3DGQEUwolJbg","192.168.0.108","48320","157.140.2.32","80","3","GET","diptera.myspecies.info","/classification/34","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","0","302","Found","-","-","(empty)","-","-","-","-","-","-","-","-"
"1590507209.620456","CeEoUz3DGQEUwolJbg","192.168.0.108","48320","157.140.2.32","80","4","GET","diptera.myspecies.info","/category/diptera-classification/diptera","http://diptera.myspecies.info/content/diptera-site-0","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","41422","200","OK","-","-","(empty)","-","-","-","-","-","-","FEYf042JPp9uak2c5c","-"
"1590507210.378092","CA4EnM2WtPBUzDld39","192.168.0.108","48322","157.140.2.32","80","4","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/advagg_css/css__y_YfJSnOt_lptBbREb1oVCQsTPz8OtvD1DByYVwx6bc__gw51TjeX6mv2g_-E-844UwmsylQjMn0OFDpxunLQcW0__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.css","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","75714","200","OK","-","-","(empty)","-","-","-","-","-","-","FJayev1R80rgBtVgig","-"
"1590507210.383087","CdBdJ81p49BdzJPQL3","192.168.0.108","48326","157.140.2.32","80","1","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/advagg_css/css__0huFRU4CnXHHBsVwHt-3AwIJKzsHUbFrKL9FyNrnv1w__G2R6qk7FZ9OcQkLpqw00bcQYjr5_lsyXi3N9J_L38VQ__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.css","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","37202","200","OK","-","-","(empty)","-","-","-","-","-","-","F7FEa33JCOdn6Jy4e7","-"
"1590507210.386953","C6meBX2KLkN6J7D2s1","192.168.0.108","48324","157.140.2.32","80","2","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/advagg_js/js__P9Kio3jxo5o3JKmREgd-UUNcFYHErtRie3I1_AeZHn8__gRl3GDH_IIdleGJicazeEuMBwhFW7TOpprh87ti-VyA__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.js","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","242859","200","OK","-","-","(empty)","-","-","-","-","-","-","FydsKgf4kBnHl0QKh","-"
"1590507211.286484","CA4EnM2WtPBUzDld39","192.168.0.108","48322","157.140.2.32","80","5","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_large/public/Asilidae1.jpg?itok=t9IC7AqY","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","6430","200","OK","-","-","(empty)","-","-","-","-","-","-","F2uoL53C2wt0JBIw4","-"
"1590507211.286529","CdBdJ81p49BdzJPQL3","192.168.0.108","48326","157.140.2.32","80","2","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_large/public/Car_hem_M_BRD271_lat_10.jpg?itok=u7inRwmS","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","7797","200","OK","-","-","(empty)","-","-","-","-","-","-","FU1FMb4MGSkveIpRVl","-"
"1590507211.286650","CeEoUz3DGQEUwolJbg","192.168.0.108","48320","157.140.2.32","80","5","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_large/public/Meo_exi_M_3219613_lat10.jpg?itok=XvQBZjlW","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","12912","200","OK","-","-","(empty)","-","-","-","-","-","-","F8awPY1CmmYXGq9j67","-"
"1590507211.286733","C6meBX2KLkN6J7D2s1","192.168.0.108","48324","157.140.2.32","80","3","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_thumbnail/public/Asilidae1.jpg?itok=az-_q_aX","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","1502","200","OK","-","-","(empty)","-","-","-","-","-","-","FD3rWq4RcWvlr9g6r7","-"
"1590507211.616125","C6meBX2KLkN6J7D2s1","192.168.0.108","48324","157.140.2.32","80","4","GET","diptera.myspecies.info","/ajaxblocks?blocks=tinytax-34&path=taxonomy/term/2285","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","1028","200","OK","-","-","(empty)","-","-","-","-","-","-","FSCGqJ2Ekht1e5hlIa","-"
"1590507211.616338","CDXNIO2flXPfThQCO7","192.168.0.108","48330","157.140.2.32","80","1","GET","diptera.myspecies.info","/sites/all/modules/contrib/ajaxblocks/images/loader-5.gif","http://diptera.myspecies.info/sites/diptera.myspecies.info/files/advagg_css/css__0huFRU4CnXHHBsVwHt-3AwIJKzsHUbFrKL9FyNrnv1w__G2R6qk7FZ9OcQkLpqw00bcQYjr5_lsyXi3N9J_L38VQ__3wKn-QAtqjy3WhExZmqNVMBWwDHJp_fLhLBu3sFzoyo.css","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","4176","200","OK","-","-","(empty)","-","-","-","-","-","-","FCvObn2mJqoMfysrv","-"
"1590507211.616371","Ccv9OZ28pfnaZUgD42","192.168.0.108","48332","157.140.2.32","80","1","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_thumbnail/public/Car_hem_M_BRD271_lat_10.jpg?itok=YG07Cz1V","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","2361","200","OK","-","-","(empty)","-","-","-","-","-","-","FEzzxO162x9T5rfRob","-"
"1590507211.751379","Cy6Q1r3dMEGMHmEvrg","192.168.0.108","48334","157.140.2.32","80","1","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_large/public/Asilidae1.jpg?itok=t9IC7AqY","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","8819","200","OK","-","-","(empty)","-","-","-","-","-","-","FKQtQddgmRupcW9Xj","-"
"1590507211.761367","CHnnF51ZqKUOGQhO19","192.168.0.108","48336","157.140.2.32","80","1","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_large/public/Car_hem_M_BRD271_lat_10.jpg?itok=u7inRwmS","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","13953","200","OK","-","-","(empty)","-","-","-","-","-","-","FZ9v5w1RgTHk80Tlw","-"
"1590507211.766475","CLB7eA72hJ7i2X7Pa","192.168.0.108","48338","157.140.2.32","80","1","GET","diptera.myspecies.info","/sites/diptera.myspecies.info/files/styles/species_slideshow_large/public/Meo_exi_M_3219613_lat10.jpg?itok=XvQBZjlW","http://diptera.myspecies.info/category/diptera-classification/diptera","1.1","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0","0","12912","200","OK","-","-","(empty)","-","-","-","-","-","-","FhbdUJgGnPNJqDa88","-"
