srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.2,56052,149.171.126.12,4848,tcp,FIN,0.9834510000000001,962,268,254,252,2,1,-,7044.580566,1822.1547850000002,10,6,255,255,1461532341,2205673518,96,45,0,0,5547.200125,306.678281,1424231129,1424231130,106.151222,175.927203,0.27469,0.10381199999999999,0.170878,0,1,0.0,0.0, ,1,4,1,1,1,1,1,Exploits,1
175.45.176.3,7727,149.171.126.12,80,tcp,FIN,1.0206879999999998,796,3804,62,252,2,3,http,5619.73877,27330.58398,10,12,255,255,304780226,720396866,80,317,1,1421,5957.994238,6480.617079,1424231131,1424231132,113.409778,82.46873000000001,0.19880599999999998,0.112775,0.086031,0,1,1.0,0.0, ,2,1,3,2,2,1,1,Exploits,1
175.45.176.3,7727,149.171.126.12,80,tcp,FIN,1.0206879999999998,796,3804,62,252,2,3,http,5619.73877,27330.58398,10,12,255,255,304780226,720396866,80,317,1,1421,5957.994238,6480.617079,1424231131,1424231132,113.409778,82.46873000000001,0.19880599999999998,0.112775,0.086031,0,1,1.0,0.0, ,2,1,3,2,2,1,1,Exploits,1
175.45.176.3,40602,149.171.126.16,80,tcp,FIN,2.414984,848,3964,62,252,2,3,http,2530.865723,12038.174809999999,10,12,255,255,3011014228,1725794144,85,330,1,1489,18953.600730000002,14871.082840000001,1424231130,1424231132,268.229667,213.084097,0.134482,0.07105299999999999,0.063429,0,1,1.0,0.0, ,2,1,1,2,2,1,1,Exploits,1
175.45.176.3,38718,149.171.126.14,69,udp,CON,0.38124,1952,78,254,60,0,0,-,20480.53711,818.38208,2,2,0,0,0,0,976,39,0,0,0.0,0.0,1424231132,1424231133,0.005,0.001,0.0,0.0,0.0,0,0,0.0,0.0, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,1024,149.171.126.19,53,udp,CON,0.218319,142,398,62,252,0,0,dns,2601.69751,7292.082031,2,2,0,0,0,0,71,199,0,0,0.0,0.0,1424231133,1424231134,0.003,0.003,0.0,0.0,0.0,0,3,0.0,0.0, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,48008,149.171.126.14,80,tcp,FIN,2.188902,1286,354,62,252,2,1,http,4232.259277,1132.988159,10,8,255,255,1293772319,2374589973,129,44,1,0,15698.621509999999,589.449562,1424231131,1424231134,236.06400000000002,301.817563,0.148248,0.07617,0.072078,0,1,1.0,0.0, ,1,1,1,3,1,1,1,DoS,1
175.45.176.1,57142,149.171.126.18,80,tcp,FIN,0.732759,834,2776,62,252,2,2,http,8199.148438,26518.95117,10,8,255,255,739075615,1212114948,83,347,1,967,3938.110811,141.879984,1424231134,1424231135,81.41766700000001,91.057711,0.22243600000000002,0.094592,0.127844,0,1,1.0,0.0, ,1,1,1,1,1,1,1,DoS,1
175.45.176.3,52420,149.171.126.10,80,tcp,FIN,1.583764,892,268,254,252,2,1,http,4056.1599119999996,1131.481689,10,6,255,255,3876436551,3419250284,89,45,1,0,11485.6816,535.636625,1424231135,1424231137,172.386,294.03281200000004,0.164275,0.113596,0.050679,0,1,1.0,0.0, ,1,1,1,19,1,1,1,Exploits,1
175.45.176.0,55722,149.171.126.16,110,tcp,FIN,3.2062939999999998,1372,103924,62,252,7,45,pop3,3310.987549,256542.9063,30,94,255,255,3541878930,4275982391,46,1106,0,0,5805.841924,3249.454377,1424231136,1424231140,110.53058899999999,33.715990000000005,0.18219100000000002,0.070698,0.11149300000000001,0,1,0.0,0.0, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,39290,149.171.126.12,80,tcp,FIN,0.677493,776,4234,62,252,2,3,http,8253.959961,45001.20313,10,10,255,255,3731163380,662102464,78,423,1,1663,3727.354286,4797.653317,1424231141,1424231142,75.164111,66.748889,0.16707,0.076748,0.090322,0,1,1.0,0.0, ,1,1,2,1,1,1,1,Exploits,1
175.45.176.0,34340,149.171.126.14,143,tcp,FIN,1.7721099999999999,1000,9532,62,252,6,9,-,4266.101074,41076.45703,18,22,255,255,1781644468,3068414561,56,433,0,0,5074.085667,4573.757013,1424231140,1424231142,104.241765,81.184903,0.10456700000000001,0.065695,0.038872000000000004,0,1,0.0,0.0, ,6,1,1,3,1,1,1,Exploits,1
175.45.176.0,5203,149.171.126.13,25,tcp,FIN,3.752012,86976,2354,62,252,39,8,smtp,183242.4844,4863.523926,84,32,255,255,3009087505,3214977356,1035,74,0,0,4521.993962,161.55240600000002,1424231139,1424231143,45.744463,117.613906,0.162348,0.10597899999999999,0.056369,0,1,0.0,0.0, ,1,1,1,2,1,1,1,Exploits,1
