srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.5,22243,149.171.126.8,80,tcp,FIN,0.020011,1040,824,31,29,2,2,http,363799.9063,296636.8438,8,10,255,255,4121481359,1996310893,130,82,1,83,185.002862,4.118028,1424228617,1424228617,2.808857,2.172222,0.00058,0.00046,0.00012,0,0,1,0, ,2,1,3,8,1,1,5,0,0
59.166.0.0,33718,149.171.126.4,25,tcp,FIN,0.592839,37342,3172,31,29,18,8,smtp,494218.5,41684.16797,52,38,255,255,2598173974,470604175,718,83,0,0,1068.560585,36.753902,1421969410,1421969410,11.616863,16.009189,0.000633,0.000495,0.000138,0,0,0,0,0,2,1,4,4,1,1,3,0,0
59.166.0.9,65242,149.171.126.4,6881,tcp,FIN,0.473941,1540,1644,31,29,4,4,-,24374.3418,26214.23438,16,18,255,255,1165151598,3345585769,96,91,0,0,1863.736042,48.196672,1421971022,1421971022,31.571798,27.851059,0.000596,0.000472,0.000124,0,0,0,0,0,9,9,6,10,5,1,5,0,0
59.166.0.2,51393,149.171.126.0,143,tcp,FIN,2.287863,7808,15024,31,29,30,32,-,27078.54492,52118.50391,122,126,255,255,4023021205,4036650990,64,119,0,0,1267.401988,1246.924031,1424223305,1424223307,18.900528,18.298528,0.00068,0.000544,0.000136,0,0,0,0, ,1,2,3,1,1,1,1,0,0
59.166.0.1,16144,149.171.126.3,5190,tcp,FIN,0.004668,1470,1728,31,29,5,4,-,2406169.5,2750642.5,22,14,255,255,290301698,2440230584,67,123,0,0,13.474014,0.40729,1421968866,1421968866,0.222286,0.301,0.000736,0.00061,0.000126,0,0,0,0,0,1,3,2,4,1,1,1,0,0
59.166.0.9,59127,149.171.126.1,5190,tcp,FIN,0.231463,1920,4312,31,29,6,6,-,63353.53906,142847.8906,22,24,255,255,708987004,709253569,87,180,0,0,731.453603,697.230728,1424227430,1424227430,11.004238,10.041087,0.000649,0.000509,0.00014,0,0,0,0, ,2,10,6,2,1,1,1,0,0
59.166.0.9,2711,149.171.126.0,25,tcp,FIN,0.026466,37524,3380,31,29,18,8,smtp,11124612,997506.1875,52,42,255,255,965379182,3115992564,722,80,0,0,30.737779,1.308799,1421972714,1421972714,0.512118,0.631659,0.000708,0.000564,0.000144,0,0,0,0,0,1,2,3,2,1,1,1,0,0
59.166.0.9,27315,149.171.126.9,80,tcp,FIN,1.142106,1580,10168,31,29,3,5,http,10149.66992,67272.21094,12,18,255,255,3120915645,3121951677,132,565,1,3924,9629.641157,7739.717737,1424228862,1424228863,103.776457,67.153414,0.000619,0.000494,0.000125,0,0,1,0, ,1,2,4,1,1,1,1,0,0
59.166.0.8,49920,149.171.126.9,56102,udp,CON,0.002509,536,304,31,29,0,0,-,1281785.625,726982.875,4,4,0,0,0,0,134,76,0,0,0.588784,0.695086,1424222901,1424222901,0.420333,0.494,0,0,0,0,0,0,0, ,10,11,4,4,1,1,9,0,0
59.166.0.0,4826,149.171.126.1,80,tcp,FIN,1.651763,15354,783214,31,29,2,244,-,74107.48438,3786325.25,286,540,255,255,3406761034,3407743433,54,1450,1,524288,377.4146,258.744427,1421955968,1421955969,5.794551,3.06349,0.000665,0.000539,0.000126,0,0,1,0,0,12,9,2,1,1,1,1,0,0
175.45.176.0,44155,149.171.126.15,179,tcp,FIN,0.511683,534,354,254,252,2,1,-,7520.28125,4846.750977,10,8,255,255,764627092,3544818740,53,44,0,0,3782.625636,118.858266,1424226170,1424226171,54.669111,67.048,0.094722,0.042339,0.052383,0,1,0,0, ,8,8,1,2,1,1,7,Fuzzers,1
59.166.0.7,29154,149.171.126.9,56803,tcp,FIN,0.009019,2334,15722,31,29,7,12,-,2013526.875,13579332,36,38,255,255,4094616925,1949512325,65,414,0,0,14.514184,13.32463,1421972465,1421972465,0.247886,0.228919,0.000662,0.00054,0.000122,0,0,0,0,0,6,7,6,9,1,1,5,0,0
59.166.0.7,7319,149.171.126.1,5190,tcp,FIN,0.007719,1958,2412,31,29,6,6,-,1937038.5,2404456.5,22,26,255,255,2153549576,2158077159,89,93,0,0,18.657052,19.530248,1421965662,1421965662,0.350952,0.28556,0.0007,0.000569,0.000131,0,0,0,0,0,16,6,2,9,1,1,1,0,0
59.166.0.9,37573,149.171.126.9,63826,tcp,FIN,0.059697,3806,54798,31,29,7,26,-,502135.8125,7232256.5,64,66,255,255,217396127,217656002,59,830,0,0,59.485914,56.295206,1424221609,1424221609,0.957226,0.910523,0.000641,0.000506,0.000135,0,0,0,0, ,6,7,2,7,1,1,2,0,0
59.166.0.7,40515,149.171.126.2,53,udp,CON,0.000951,146,178,31,29,0,0,dns,614090.4375,748685.5625,2,2,0,0,0,0,73,89,0,0,0,0,1421963091,1421963091,0.01,0.002,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0
59.166.0.2,10694,149.171.126.0,8707,tcp,FIN,0.013857,2646,25864,31,29,7,15,-,1491231.875,14593058,42,44,255,255,2925372371,2943071779,63,588,0,0,0,17.815117,1421962778,1421962778,0.346923,0.309953,0.000656,0.000525,0.000131,0,0,0,0,0,14,9,8,2,1,1,1,0,0
59.166.0.0,17957,149.171.126.4,63036,tcp,FIN,0.020967,3182,39694,31,29,7,20,-,1190823.75,14864883,52,54,255,255,2437757658,292667339,61,735,0,0,22.049577,21.871049,1424223793,1424223793,0.41288,0.3915,0.000738,0.0006,0.000138,0,0,0,0, ,9,5,2,5,1,1,2,0,0
59.166.0.8,24216,149.171.126.6,6881,tcp,FIN,0.048469,2752,64718,31,29,6,26,-,442344.5938,10520209,38,66,255,255,2630146348,2637860608,72,981,0,0,72.59571,51.180793,1421962728,1421962728,1.301216,0.737585,0.000658,0.000522,0.000136,0,0,0,0,0,5,15,7,6,5,1,5,0,0
149.171.126.18,47439,175.45.176.3,53,udp,INT,2.00E-06,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424230770,1424230770,0.002,0,0,0,0,0,0,0,0, ,25,25,25,25,25,25,25,0,0
59.166.0.5,10683,149.171.126.1,9696,tcp,FIN,0.048922,2974,33374,31,29,7,18,-,476350.125,5348432.5,48,50,255,255,712744149,2862622947,62,667,0,0,65.462734,63.687442,1424227705,1424227705,1.034468,0.986959,0.000667,0.000552,0.000115,0,0,0,0, ,5,6,3,1,1,1,1,0,0
59.166.0.3,10302,149.171.126.9,42733,tcp,FIN,0.009847,2334,16438,31,29,7,12,-,1844216.5,13003757,36,38,255,255,1534403075,3690283042,65,433,0,0,0,16.169236,1421972500,1421972500,0.272229,0.259806,0.000615,0.00049,0.000125,0,0,0,0,0,9,10,4,5,1,1,4,0,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,8.00E-06,264,0,60,0,0,0,dns,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424223742,1424223742,0.008,0,0,0,0,0,0,0,0, ,26,26,8,8,8,8,26,0,0
