srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.8,45341,149.171.126.2,3885,tcp,FIN,0.039997,3926,56022,31,29,7,27,-,773458,11040628,66,68,255,255,2894599915,767466321,59,824,0,0,32.879131,32.562284,1421945097,1421945097,0.610185,0.589433,0.000926,0.0005,0.000426,0,0,0,0,0,24,9,9,24,4,4,4,0,0
59.166.0.8,16090,149.171.126.4,22,tcp,FIN,0.435764,5928,8114,31,29,14,17,ssh,107085.4844,146482.9531,62,60,255,255,1841017363,3990898791,96,135,0,0,442.078086,0,1421940023,1421940024,7.143672,7.37383,0.000699,0.00057,0.000129,0,0,0,0,0,2,1,2,3,1,1,1,0,0
59.166.0.9,57803,149.171.126.1,24130,tcp,FIN,0.050013,4238,61854,31,29,7,30,-,668626.1875,9760503,72,74,255,255,2742640719,2742939154,59,836,0,0,48.1056,47.124994,1421944846,1421944846,0.699859,0.677315,0.000675,0.000563,0.000112,0,0,0,0,0,18,9,8,16,4,4,4,0,0
59.166.0.6,27624,149.171.126.3,25,tcp,FIN,0.021921,37238,3276,31,29,18,8,smtp,13328589,1166005.25,52,40,255,255,1507353975,3653709063,716,82,0,0,24.065012,1.01256,1421938126,1421938126,0.422667,0.548769,0.000656,0.000515,0.000141,0,0,0,0,0,1,2,2,3,1,1,1,0,0
59.166.0.4,64528,149.171.126.6,58413,tcp,FIN,0.058037,3614,50036,31,29,7,24,-,489894.375,6785878,60,62,255,255,1607189304,1607457664,60,807,0,0,60.089522,57.270623,1421929336,1421929336,0.978458,0.941754,0.00074,0.000584,0.000156,0,0,0,0,0,13,4,4,7,1,1,1,0,0
59.166.0.2,50472,149.171.126.1,56517,tcp,FIN,0.010898,2438,19138,31,29,7,13,-,1742705.125,13697927,38,40,255,255,1913910039,4076359485,64,478,0,0,0,16.424966,1421943939,1421943939,0.285649,0.265718,0.000667,0.000531,0.000136,0,0,0,0,0,15,5,3,5,1,1,1,0,0
59.166.0.0,7929,149.171.126.1,53,udp,CON,0.001026,146,178,31,29,0,0,-,569200.75,693957.125,2,2,0,0,0,0,73,89,0,0,0,0,1421945245,1421945245,0.011,0.002,0,0,0,0,0,0,0,0,4,4,4,6,3,1,1,0,0
59.166.0.3,21344,149.171.126.2,5190,tcp,FIN,0.005796,1958,2308,31,29,6,6,-,2579710.25,3053140.25,22,24,255,255,2820359582,2824876821,89,96,0,0,16.075783,13.342519,1421940340,1421940340,0.258429,0.225087,0.00076,0.000608,0.000152,0,0,0,0,0,4,7,5,1,1,1,1,0,0
59.166.0.1,43858,149.171.126.2,80,tcp,FIN,0.005746,1036,824,31,29,2,2,http,1262791.5,1033066.5,8,10,255,255,3496022302,1348095790,130,82,1,524288,40.189933,1.215871,1421948323,1421948323,0.764857,0.574778,0.000734,0.00057,0.000164,0,0,4,0,0,4,3,3,19,3,2,3,0,0
59.166.0.7,12239,149.171.126.3,25,tcp,FIN,0.317126,37268,3380,31,29,18,8,smtp,922081.4375,83247.66406,52,42,255,255,2832738659,688414620,717,80,0,0,630.147955,21.023158,1421935934,1421935934,6.211412,7.715756,0.000913,0.000776,0.000137,0,0,0,0,0,2,1,3,5,1,1,1,0,0
59.166.0.9,21279,149.171.126.0,143,tcp,FIN,0.033467,7812,14870,31,29,30,32,-,1852093.25,3526339.5,122,126,255,255,2418789683,2419792711,64,118,0,0,17.117132,14.915202,1421945096,1421945096,0.276058,0.263208,0.000736,0.000561,0.000175,0,0,0,0,0,9,4,7,12,4,4,4,0,0
59.166.0.6,9023,149.171.126.2,6800,tcp,FIN,0.027993,3078,33118,31,29,7,18,-,862215.5625,9275462,50,50,255,255,1401920695,1429795350,62,662,0,0,0,0.948679,1421954447,1421954447,0.564122,0.560388,0.000666,0.00053,0.000136,0,0,0,0,0,2,3,2,2,1,1,1,0,0
175.45.176.1,50958,149.171.126.15,111,udp,INT,1.10E-05,168,0,254,0,0,0,-,61090908,0,2,0,0,0,0,0,84,0,0,0,0,0,1421932495,1421932495,0.011,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
59.166.0.2,45584,149.171.126.9,43665,tcp,FIN,0.01884,2750,27294,31,29,7,16,-,1141401.25,11338004,44,46,255,255,1618515911,3784061202,63,593,0,0,0,26.249338,1421943305,1421943305,0.430488,0.4064,0.000687,0.000548,0.000139,0,0,0,0,0,5,4,4,4,1,1,1,0,0
59.166.0.9,13943,149.171.126.8,34377,tcp,FIN,0.009292,2230,14994,31,29,7,11,-,1863969,12551012,34,36,255,255,3674319327,3674609648,66,417,0,0,15.909498,14.264021,1421932453,1421932453,0.272121,0.247371,0.000755,0.000623,0.000132,0,0,0,0,0,8,2,2,5,1,1,2,0,0
59.166.0.3,7934,149.171.126.3,22,tcp,FIN,0.303821,5928,8010,31,29,14,17,ssh,153590.4375,207279.9531,62,58,255,255,984781157,3130479689,96,138,0,0,346.935121,0,1421932090,1421932091,4.980672,5.31721,0.000729,0.00059,0.000139,0,0,0,0,0,1,1,2,1,1,1,1,0,0
59.166.0.9,22895,149.171.126.5,80,tcp,FIN,1.391,1684,10168,31,29,3,5,http,8994.967773,55235.08203,14,18,255,255,3869922144,1809574423,120,565,1,3924,10445.07082,9144.519302,1421951913,1421951915,106.972079,81.794235,0.000629,0.000494,0.000135,0,0,1,0,0,5,1,1,3,3,1,1,0,0
59.166.0.6,39649,149.171.126.0,21,tcp,FIN,7.103788,2934,3742,31,29,11,15,ftp,3241.087646,4136.384766,52,54,255,255,685613258,2855457339,56,69,0,0,10187.72276,295.966406,1421945405,1421945412,139.283825,134.021437,0.000803,0.000648,0.000155,0,0,0,1,1,10,16,37,20,10,10,15,0,0
