srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.2,54652,149.171.126.0,25715,tcp,FIN,0.395206,4848,3080,31,29,7,7,-,94634.1875,60282.48438,28,30,255,255,3573965860,1435758444,173,103,0,0,809.945412,20.533361,1424231171,1424231172,14.625444,13.609482,0.000666,0.000528,0.000138,0,0,0,0, ,6,1,1,2,1,1,1,0,0
59.166.0.7,20934,149.171.126.6,63398,tcp,FIN,0.006026,4168,2456,31,29,7,7,-,5226684.5,3079986.75,18,18,255,255,1886604390,1892882828,232,136,0,0,19.028145,0.452558,1424236759,1424236759,0.335412,0.322412,0.000675,0.000539,0.000136,0,0,0,0, ,17,8,6,10,1,1,6,0,0
59.166.0.9,34247,149.171.126.6,53,udp,CON,0.000946,146,178,31,29,0,0,dns,617336.1875,752642.6875,2,2,0,0,0,0,73,89,0,0,0,0,1424244505,1424244505,0.004,0.004,0,0,0,0,0,0,0, ,1,1,3,1,1,1,1,0,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246656,1424246656,0.01,0,0,0,0,0,2,0,0, ,36,36,19,19,19,19,36,Generic,1
59.166.0.7,36372,149.171.126.1,14605,tcp,FIN,0.023132,2766,28348,31,29,7,16,-,935154.75,9590870,44,46,255,255,319534452,2470008745,63,616,0,0,32.355454,31.405341,1424235210,1424235210,0.525233,0.501333,0.000718,0.000571,0.000147,0,0,0,0, ,3,3,2,7,1,1,2,0,0
59.166.0.7,13512,149.171.126.9,44470,tcp,FIN,0.132014,2974,31920,31,29,7,18,-,176526.7188,1895677.625,48,50,255,255,2247335725,98096795,62,638,0,0,167.795284,164.917635,1424239745,1424239745,2.802234,2.680714,0.000777,0.00065,0.000127,0,0,0,0, ,5,2,2,4,1,1,1,0,0
59.166.0.3,31959,149.171.126.6,111,udp,CON,0.298436,568,320,31,29,0,0,-,11419.53418,6433.540527,4,4,0,0,0,0,142,80,0,0,115.988375,133.4195,1424235453,1424235453,82.024664,94.355336,0,0,0,0,0,0,0, ,3,3,5,5,1,1,3,0,0
59.166.0.6,18200,149.171.126.2,34039,tcp,FIN,0.047963,4238,66694,31,29,7,30,-,697204.0625,10973959,72,74,255,255,1971208282,4131879602,59,901,0,0,39.146347,38.819963,1424244333,1424244333,0.671268,0.649904,0.000648,0.000518,0.00013,0,0,0,0, ,11,11,3,2,1,1,1,0,0
149.171.126.18,47439,175.45.176.3,53,udp,INT,7.00E-06,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424233424,1424233424,0.007,0,0,0,0,0,0,0,0, ,21,21,20,20,20,20,21,0,0
175.45.176.0,53309,149.171.126.18,445,tcp,FIN,1.361985,34706,912,254,252,15,2,-,198193.0781,4910.47998,36,12,255,255,798418386,2823142342,964,76,0,0,3293.957186,151.738219,1424234766,1424234767,37.182029,112.945367,0.205318,0.119578,0.08574,0,1,0,0, ,2,2,1,1,1,1,2,0,0
59.166.0.4,23503,149.171.126.2,53,udp,CON,0.001026,146,178,31,29,0,0,dns,569200.75,693957.125,2,2,0,0,0,0,73,89,0,0,0,0,1424242077,1424242077,0.009,0.006,0,0,0,0,0,0,0, ,4,3,3,2,2,2,2,0,0
59.166.0.6,52624,149.171.126.9,52249,tcp,FIN,0.0279,2958,32586,31,29,7,18,-,830681,9156990,48,50,255,255,1469510988,3615795693,62,652,0,0,49.137743,47.430273,1424237943,1424237943,0.612667,0.569208,0.000693,0.000569,0.000124,0,0,0,0, ,7,5,4,7,1,1,2,0,0
59.166.0.5,53898,149.171.126.5,53,udp,CON,0.000946,146,178,31,29,0,0,dns,617336.1875,752642.6875,2,2,0,0,0,0,73,89,0,0,0,0,1424231698,1424231698,0.001,0.005,0,0,0,0,0,0,0, ,2,4,1,2,1,1,1,0,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239394,1424239394,0.009,0,0,0,0,0,2,0,0, ,31,31,24,25,24,24,32,Generic,1
